,precision_micro,recall_micro,f1_micro,precision_mean,recall_mean,f1_mean,precision_sd,recall_sd,f1_sd,FRIP,N_cells_removed,N_reads_removed,Ncells,Ncells_with_edits,Nedits,Nnonpeakpairs,Npeakpairs,Nreadpairs,sampling_type,seed,value,cell_line,by
SKNSH_f035,0.9495324767309357,0.9444295153690728,0.9469741215153595,0.9495391122074733,0.9444295153690727,0.9469744226533968,0.002290870352424961,0.0018487901323402816,0.00025326582117175605,0.3499999999999999,0.0,180109683.0,60714.0,60714.0,180109683.0,517124032.0,278451402.0,795575434.0,frip,,0.35,SKNSH,condition
SKNSH_f035_s44,0.9479888568190065,0.9459133171171381,0.9469499496693476,0.9479888568190064,0.945913317117138,0.9469499496693476,,,,0.35,0.0,180109683.0,60714.0,60714.0,180109683.0,517124032.0,278451402.0,795575434.0,frip,44.0,0.35,SKNSH,file
SKNSH_f035_s84,0.9484580022702285,0.9450168150941852,0.9467342816881027,0.9484580022702284,0.9450168150941852,0.9467342816881028,,,,0.35,0.0,180109683.0,60714.0,60714.0,180109683.0,517124032.0,278451402.0,795575434.0,frip,84.0,0.35,SKNSH,file
SKNSH_f035_s99,0.9521704775331853,0.942358413895895,0.9472390366027399,0.9521704775331852,0.942358413895895,0.94723903660274,,,,0.35,0.0,180109683.0,60714.0,60714.0,180109683.0,517124032.0,278451402.0,795575434.0,frip,99.0,0.35,SKNSH,file
SKNSH_f04,0.9103524130201459,0.9073376437014247,0.9088425282552224,0.9103525169234407,0.9073376437014247,0.9088425389822695,0.00030162117487155947,0.0001777035739482365,7.181903276482842e-05,0.4000000000000001,0.0,279556612.0,60714.0,60714.0,279556612.0,417677103.0,278451402.0,696128505.0,frip,,0.4,SKNSH,condition
SKNSH_f04_s34,0.9106901484120221,0.9071654543342151,0.9089243843062396,0.910690148412022,0.9071654543342152,0.9089243843062396,,,,0.4,0.0,279556612.0,60714.0,60714.0,279556612.0,417677103.0,278451402.0,696128505.0,frip,34.0,0.4,SKNSH,file
SKNSH_f04_s61,0.9102577218963156,0.907327086036072,0.908790041318105,0.9102577218963156,0.907327086036072,0.908790041318105,,,,0.4,0.0,279556612.0,60714.0,60714.0,279556612.0,417677103.0,278451402.0,696128505.0,frip,61.0,0.4,SKNSH,file
SKNSH_f04_s92,0.9101096804619846,0.9075203907339869,0.9088131913224641,0.9101096804619846,0.9075203907339868,0.908813191322464,,,,0.4,0.0,279556612.0,60714.0,60714.0,279556612.0,417677103.0,278451402.0,696128505.0,frip,92.0,0.4,SKNSH,file
SKNSH_f06,0.7014906490770011,0.815633383697658,0.7542681802917883,0.7015304743158625,0.815633383697658,0.7542734615401113,0.004995652921692348,0.003907199244338888,0.001233598743354592,0.6,0.0,511599447.0,60714.0,60714.0,511599447.0,185634268.0,278451402.0,464085670.0,frip,,0.6,SKNSH,condition
SKNSH_f06_s13,0.7041551087832374,0.8134683521434949,0.7548748563040005,0.7041551087832374,0.8134683521434949,0.7548748563040005,,,,0.6,0.0,511599447.0,60714.0,60714.0,511599447.0,185634268.0,278451402.0,464085670.0,frip,13.0,0.6,SKNSH,file
SKNSH_f06_s26,0.7046667544508423,0.8132879723004737,0.7550910258060296,0.7046667544508423,0.8132879723004737,0.7550910258060296,,,,0.6,0.0,511599447.0,60714.0,60714.0,511599447.0,185634268.0,278451402.0,464085670.0,frip,26.0,0.6,SKNSH,file
SKNSH_f06_s9,0.6957695597135076,0.8201438266490055,0.7528545025103038,0.6957695597135076,0.8201438266490055,0.7528545025103038,,,,0.6,0.0,511599447.0,60714.0,60714.0,511599447.0,185634268.0,278451402.0,464085670.0,frip,9.0,0.6,SKNSH,file
SKNSH_f08,0.34169777992474615,0.8449844035349904,0.48661604393041513,0.3416977918144895,0.8449844035349905,0.48661605426895926,0.00014190701865199684,0.000258916296793515,0.0001850081994573265,0.8000000000000002,0.0,627620865.0,60714.0,60714.0,627620865.0,69612850.0,278451402.0,348064252.0,frip,,0.8,SKNSH,condition
SKNSH_f08_s49,0.34164926026551756,0.8449940616683176,0.486568441858779,0.3416492602655175,0.8449940616683176,0.486568441858779,,,,0.8,0.0,627620865.0,60714.0,60714.0,627620865.0,69612850.0,278451402.0,348064252.0,frip,49.0,0.8,SKNSH,file
SKNSH_f08_s55,0.34158651748971164,0.844720793307709,0.48645950574673674,0.3415865174897116,0.844720793307709,0.4864595057467367,,,,0.8,0.0,627620865.0,60714.0,60714.0,627620865.0,69612850.0,278451402.0,348064252.0,frip,55.0,0.8,SKNSH,file
SKNSH_f08_s86,0.34185759768823953,0.8452383556289448,0.4868202152013622,0.3418575976882395,0.8452383556289448,0.4868202152013622,,,,0.8,0.0,627620865.0,60714.0,60714.0,627620865.0,69612850.0,278451402.0,348064252.0,frip,86.0,0.8,SKNSH,file
