file, cpu, mem(GBs), io(GB), vmem(M), maxvmem(M), nproc, time(s), inputfilesize(B)
SKNSH_c50000_s79_HINT.qsub.sh.o850704, 14:05:12, 90676.84084, 4356.58325, 1.235G, 2.873G, 1, 52342, 84111253314
MCF7_c30000_s90_HINT.qsub.sh.o829898, 09:41:31, 52873.97659, 2491.48412, 1.113G, 2.508G, 1, 36047, 56563304325
K562_c30000_s60_HINT.qsub.sh.o829872, 12:17:42, 83297.00581, 3053.91549, 1.370G, 3.178G, 1, 47328, 56531979147
HEPG2_c1000_s81_HINT.qsub.sh.o829847, 03:13:30, 13122.06207, 270.98166, 994.141M, 2.516G, 1, 12610, 3006886731
MCF7_c7500_s79_HINT.qsub.sh.o829904, 03:40:16, 19432.36609, 841.09801, 1.169G, 2.706G, 1, 14172, 14999355140
MCF7_c1000_s99_HINT.qsub.sh.o829889, 01:48:02, 6453.28825, 149.22099, 925.453M, 2.236G, 1, 7253, 2110600048
HEPG2_c20000_s92_HINT.qsub.sh.o829850, 12:57:07, 82400.02474, 2834.80116, 1.300G, 2.954G, 1, 48572, 54165867033
HEPG2_c7500_s60_HINT.qsub.sh.o829858, 07:22:58, 44780.85376, 1242.18266, 1.332G, 3.231G, 1, 28353, 21007190894
HEPG2_c5000_s39_HINT.qsub.sh.o829855, 04:48:42, 28147.48445, 910.64792, 1.316G, 3.110G, 1, 18713, 14059595485
K562_c10000_s76_HINT.qsub.sh.o829862, 06:37:27, 45577.94402, 1281.77982, 285.723M, 3.486G, 1, 25579, 19543442193
K562_c40000_s71_HINT.qsub.sh.o829875, 16:43:23, 110319.97120, 3904.95864, 1.327G, 3.107G, 1, 62573, 74911993644
MCF7_c20000_s6_HINT.qsub.sh.o829892, 06:36:31, 36722.34759, 1755.46595, 1.132G, 2.673G, 1, 25308, 38175273971
GM12878_c20000_s71_HINT.qsub.sh.o829828, 11:50:32, 93580.01319, 3299.78242, 1.479G, 3.571G, 1, 45389, 51671834221
SKNSH_c40000_s10_HINT.qsub.sh.o829920, 12:09:31, 77828.23864, 3584.74615, 1.262G, 2.828G, 1, 45589, 67391919989
GM12878_c2500_s80_HINT.qsub.sh.o829831, 04:10:07, 24723.26423, 682.95180, 1.284G, 3.252G, 1, 16180, 7820256246
HEPG2_c2500_s58_HINT.qsub.sh.o829852, 04:27:20, 22709.63419, 581.78352, 1.192G, 3.068G, 1, 17333, 7099831407
K562_c7500_s44_HINT.qsub.sh.o829881, 05:40:43, 38082.82751, 1055.85068, 1.532G, 3.565G, 1, 22105, 14764579694
GM12878_c1000_s48_HINT.qsub.sh.o829825, 02:09:36, 8651.65157, 214.26598, 824.117M, 2.535G, 1, 8742, 2256337651
MCF7_c20000_s14_HINT.qsub.sh.o829890, 07:35:23, 41734.13060, 1755.50578, 1.134G, 2.506G, 1, 28560, 38188817531
MCF7_c5000_s55_HINT.qsub.sh.o829900, 03:03:41, 15651.12880, 665.73152, 1.129G, 2.818G, 1, 12176, 10306400058
HEPG2_c5000_s73_HINT.qsub.sh.o829856, 04:47:17, 27783.58036, 914.66314, 1.282G, 3.086G, 1, 18642, 14053279183
SKNSH_c2500_s41_HINT.qsub.sh.o829915, 02:31:07, 11530.20516, 432.81999, 1.082G, 2.640G, 1, 10042, 4693803470
GM12878_c10000_s90_HINT.qsub.sh.o829823, 08:35:16, 64007.76613, 1786.68583, 1.491G, 3.518G, 1, 32573, 26232707402
HEPG2_c2500_s5_HINT.qsub.sh.o829853, 04:23:12, 22414.42521, 569.87552, 1.198G, 3.053G, 1, 17020, 7214382319
HEPG2_c20000_s20_HINT.qsub.sh.o829848, 12:48:53, 81915.48796, 2823.02704, 1.268G, 3.114G, 1, 47897, 53880441527
K562_c2500_s3_HINT.qsub.sh.o829869, 03:06:12, 18247.52615, 599.46346, 1.360G, 3.386G, 1, 12485, 5259361601
MCF7_c10000_s56_HINT.qsub.sh.o829885, 04:56:00, 26693.40852, 1014.39196, 1.132G, 2.658G, 1, 18990, 19525956822
K562_c5000_s99_HINT.qsub.sh.o829880, 04:56:44, 32702.78347, 850.26263, 1.481G, 3.602G, 1, 19677, 9848246973
GM12878_c7500_s39_HINT.qsub.sh.o829839, 07:41:09, 55621.56422, 1488.16085, 1.471G, 3.621G, 1, 29292, 21173575829
K562_c7500_s50_HINT.qsub.sh.o829882, 06:28:10, 42675.26394, 1065.24965, 1.499G, 3.548G, 1, 25273, 14772882302
K562_c7500_s80_HINT.qsub.sh.o829883, 05:51:56, 39953.83664, 1058.67203, 1.498G, 3.611G, 1, 22984, 14727997953
GM12878_c20000_s50_HINT.qsub.sh.o829827, 11:35:26, 90034.07030, 3221.40632, 1.478G, 3.626G, 1, 44570, 50398123662
GM12878_c5000_s33_HINT.qsub.sh.o829837, 05:23:14, 36243.42046, 1060.40663, 1.423G, 3.503G, 1, 20933, 13914586268
HEPG2_c20000_s21_HINT.qsub.sh.o829849, 12:47:24, 81676.96284, 2825.20895, 1.270G, 3.104G, 1, 48350, 53901104523
HEPG2_c5000_s31_HINT.qsub.sh.o829854, 05:31:35, 32363.30478, 906.62912, 1.315G, 3.234G, 1, 21064, 13972814929
HEPG2_c10000_s65_HINT.qsub.sh.o829844, 08:02:52, 50551.72319, 1549.87597, 1.331G, 3.143G, 1, 30453, 27305795753
GM12878_c5000_s48_HINT.qsub.sh.o829838, 05:29:32, 35002.21268, 983.34983, 1.374G, 3.419G, 1, 21067, 12546122085
K562_c1000_s52_HINT.qsub.sh.o829864, 02:51:40, 12263.20648, 238.04476, 1.062G, 2.818G, 1, 11552, 2171802398
SKNSH_c5000_s15_HINT.qsub.sh.o829924, 03:46:43, 20497.32815, 688.84765, 1.211G, 3.019G, 1, 14609, 9175412962
GM12878_c5000_s18_HINT.qsub.sh.o829836, 05:08:15, 33626.15740, 999.61035, 1.410G, 3.488G, 1, 19813, 12714325004
HEPG2_c7500_s65_HINT.qsub.sh.o829859, 07:06:33, 42138.73409, 1226.50725, 1.300G, 3.113G, 1, 27172, 20635021298
GM12878_c7500_s55_HINT.qsub.sh.o829840, 07:26:46, 54650.73764, 1463.61144, 1.473G, 3.642G, 1, 28439, 20703488004
SKNSH_c1000_s94_HINT.qsub.sh.o829910, 01:49:21, 6325.91556, 191.85097, 830.961M, 2.103G, 1, 7265, 2016122628
GM12878_c30000_s63_HINT.qsub.sh.o829834, 16:14:45, 127616.51389, 4808.82200, 1.476G, 3.408G, 1, 60533, 77281275626
GM12878_c7500_s56_HINT.qsub.sh.o829841, 08:03:51, 56298.10446, 1443.12819, 1.436G, 3.516G, 1, 30763, 20385941115
SKNSH_c20000_s36_HINT.qsub.sh.o829911, 08:32:12, 54194.66460, 1968.41194, 1.320G, 3.115G, 1, 32330, 34163940215
GM12878_c10000_s17_HINT.qsub.sh.o829822, 07:25:08, 55519.67766, 1854.49967, 1.495G, 3.560G, 1, 28355, 27288120370
SKNSH_c7500_s95_HINT.qsub.sh.o829928, 04:57:43, 29512.69764, 919.49482, 1.299G, 3.145G, 1, 19030, 13578069809
K562_c40000_s7_HINT.qsub.sh.o829877, 16:30:34, 108227.14548, 3902.05949, 1.294G, 3.102G, 1, 61771, 74878047694
SKNSH_c50000_s80_HINT.qsub.sh.o850706, 14:06:38, 90691.08925, 4351.56970, 1.201G, 2.705G, 1, 52656, 83868824842
HEPG2_c7500_s41_HINT.qsub.sh.o829857, 05:00:50, 31540.68774, 1238.31505, 1.330G, 3.171G, 1, 19215, 20904624406
K562_c1000_s48_HINT.qsub.sh.o829863, 03:27:55, 14507.85565, 254.76072, 1.047G, 2.726G, 1, 13790, 2095841099
SKNSH_c7500_s15_HINT.qsub.sh.o829926, 04:52:53, 29173.97414, 912.76246, 1.266G, 3.095G, 1, 18689, 13494583129
MCF7_c7500_s62_HINT.qsub.sh.o829903, 03:37:51, 19048.93237, 834.38899, 1.140G, 2.736G, 1, 14295, 14836069475
GM12878_c30000_s40_HINT.qsub.sh.o829833, 16:13:21, 128027.45888, 4828.61586, 1.509G, 3.517G, 1, 60655, 77579660117
K562_c30000_s90_HINT.qsub.sh.o829874, 12:18:59, 82680.35341, 3066.17468, 1.339G, 3.112G, 1, 47260, 56677682775
SKNSH_c10000_s19_HINT.qsub.sh.o829905, 05:27:19, 32945.12044, 1126.55156, 1.322G, 3.168G, 1, 20927, 17750562377
SKNSH_c40000_s91_HINT.qsub.sh.o829922, 13:56:20, 88879.63557, 3582.85529, 1.260G, 2.991G, 1, 51649, 67525475770
HEPG2_c1000_s79_HINT.qsub.sh.o829846, 02:32:56, 10428.54319, 288.08500, 1004.066M, 2.550G, 1, 10279, 3020178316
SKNSH_c10000_s1_HINT.qsub.sh.o829906, 05:31:09, 33376.22960, 1118.50610, 1.320G, 3.200G, 1, 21144, 17654136647
MCF7_c30000_s12_HINT.qsub.sh.o829896, 08:49:38, 49032.19979, 2499.47457, 1.111G, 2.510G, 1, 32777, 56744576788
K562_c20000_s85_HINT.qsub.sh.o829867, 10:32:01, 70985.24142, 2189.24778, 1.402G, 3.257G, 1, 42274, 38209174047
GM12878_c20000_s9_HINT.qsub.sh.o829829, 11:55:02, 93635.69471, 3333.31778, 1.513G, 3.643G, 1, 45779, 52093751525
GM12878_c10000_s14_HINT.qsub.sh.o829821, 07:10:38, 53823.84811, 1820.96330, 1.461G, 3.693G, 1, 27519, 26769411823
HEPG2_c10000_s5_HINT.qsub.sh.o829843, 07:55:58, 49392.62805, 1559.92398, 1.298G, 3.092G, 1, 29863, 27540825312
SKNSH_c20000_s79_HINT.qsub.sh.o829913, 07:12:50, 46469.38973, 1986.58939, 1.322G, 3.135G, 1, 27393, 34542298239
K562_c10000_s21_HINT.qsub.sh.o829860, 06:39:38, 46048.96891, 1287.87922, 1.515G, 3.573G, 1, 25704, 19631926041
HEPG2_c1000_s42_HINT.qsub.sh.o829845, 03:15:47, 13434.24166, 301.80900, 1.006G, 2.488G, 1, 12763, 2960261270
K562_c30000_s85_HINT.qsub.sh.o829873, 14:01:51, 93347.05049, 3052.22932, 1.373G, 3.134G, 1, 52873, 56503344310
GM12878_c1000_s44_HINT.qsub.sh.o829824, 02:17:03, 9573.85376, 259.78357, 1017.375M, 2.497G, 1, 9256, 2766190807
MCF7_c2500_s87_HINT.qsub.sh.o829894, 02:13:16, 10062.00596, 425.35079, 1.091G, 2.637G, 1, 9038, 5205315206
K562_c1000_s7_HINT.qsub.sh.o829865, 02:41:59, 11799.90706, 280.35115, 1.073G, 2.846G, 1, 10860, 2188232808
GM12878_c1000_s4_HINT.qsub.sh.o829826, 02:05:48, 8394.78262, 213.89241, 967.301M, 2.558G, 1, 8534, 2270647515
MCF7_c5000_s92_HINT.qsub.sh.o829901, 03:03:55, 15317.06649, 654.71923, 1.128G, 2.741G, 1, 12047, 10092060278
K562_c5000_s63_HINT.qsub.sh.o829878, 05:01:47, 33177.36251, 853.46072, 1.488G, 3.665G, 1, 19923, 10156155685
SKNSH_c40000_s70_HINT.qsub.sh.o829921, 11:43:16, 74298.30661, 3574.05373, 1.261G, 2.904G, 1, 44685, 67313816983
GM12878_c2500_s21_HINT.qsub.sh.o829830, 03:22:30, 19060.83063, 630.24345, 1.265G, 3.179G, 1, 13355, 7020779112
GM12878_c2500_s95_HINT.qsub.sh.o829832, 03:11:14, 17682.93192, 591.74603, 1.227G, 3.105G, 1, 12731, 6387060892
MCF7_c20000_s23_HINT.qsub.sh.o829891, 07:41:22, 43170.88256, 1751.59629, 1.135G, 2.532G, 1, 28727, 38088597537
MCF7_c5000_s3_HINT.qsub.sh.o829899, 03:52:41, 18492.11957, 658.73226, 1.132G, 2.730G, 1, 14947, 10273075802
SKNSH_c30000_s46_HINT.qsub.sh.o829918, 10:12:36, 66768.93459, 2793.34194, 1.291G, 2.970G, 1, 38768, 50875396226
K562_c10000_s2_HINT.qsub.sh.o829861, 07:20:24, 49759.11378, 1287.64190, 1.484G, 3.515G, 1, 28313, 19573197033
K562_c5000_s6_HINT.qsub.sh.o829879, 05:27:41, 33378.41602, 858.21263, 1.486G, 3.688G, 1, 21495, 9992468792
MCF7_c2500_s91_HINT.qsub.sh.o829895, 02:15:02, 10133.29022, 385.12428, 1.046G, 2.706G, 1, 9229, 5094012443
MCF7_c20000_s23_MACS3.qsub.sh.o854450, 00:29:00, 1589.41682, 42.83669, 2.388G, 2.859G, 5, 1846, 2182092
K562_c30000_s60_MACS3.qsub.sh.o854430, 00:46:30, 3292.55010, 126.01041, 971.180M, 4.126G, 5, 2947, 2542863
HEPG2_c10000_s5_MACS3.qsub.sh.o854400, 00:24:03, 1036.76936, 30.86532, 2.002G, 2.636G, 5, 1536, 1786754
SKNSH_c50000_s80_MACS3.qsub.sh.o854485, 01:04:21, 6993.66905, 182.56191, 2.093G, 6.399G, 5, 4119, 2676647
MCF7_c2500_s91_MACS3.qsub.sh.o854454, 00:05:51, 85.12664, 12.22111, 5.427G, 5.427G, 5, 362, 845533
K562_c5000_s63_MACS3.qsub.sh.o854436, 00:08:33, 161.67609, 11.83613, 1.163G, 1.472G, 5, 556, 1139600
SKNSH_c10000_s1_MACS3.qsub.sh.o854466, 00:13:40, 424.54752, 20.26822, 1.677G, 1.869G, 5, 919, 1924905
SKNSH_c50000_s79_MACS3.qsub.sh.o854484, 01:05:41, 7381.65377, 181.46960, 4.300G, 6.478G, 5, 4251, 2681527
SKNSH_c20000_s36_MACS3.qsub.sh.o854471, 00:24:59, 1284.47452, 78.14518, 6.211G, 6.211G, 5, 1600, 2269923
SKNSH_c10000_s19_MACS3.qsub.sh.o854465, 00:13:17, 413.04175, 20.51129, 1.512G, 1.777G, 5, 892, 1903867
K562_c5000_s6_MACS3.qsub.sh.o854437, 00:09:49, 207.09888, 23.60922, 1.932G, 5.743G, 5, 598, 1197921
GM12878_c7500_s39_MACS3.qsub.sh.o872042, 00:18:16, 730.48174, 46.83635, 909.391M, 2.270G, 5, 1185, 2467639
K562_c10000_s76_MACS3.qsub.sh.o854420, 00:13:14, 398.34925, 44.17769, 952.496M, 1.810G, 5, 891, 1532053
HEPG2_c1000_s79_MACS3.qsub.sh.o854403, 00:05:12, 69.97375, 7.45507, 976.809M, 5.485G, 5, 314, 342031
HEPG2_c20000_s20_MACS3.qsub.sh.o854405, 00:48:41, 3534.74725, 117.16927, 5.279G, 6.262G, 5, 3129, 2484330
K562_c2500_s61_MACS3.qsub.sh.o854429, 00:05:17, 66.87012, 6.05258, 1.104G, 1.191G, 5, 369, 858636
HEPG2_c5000_s39_MACS3.qsub.sh.o854412, 00:10:03, 254.82000, 15.76125, 1.409G, 1.561G, 5, 667, 1292772
MCF7_c1000_s99_MACS3.qsub.sh.o854448, 00:04:03, 50.25756, 5.23018, 1.841G, 5.263G, 5, 246, 731362
MCF7_c30000_s84_MACS3.qsub.sh.o854456, 00:42:59, 3328.80382, 62.27869, 2.891G, 3.861G, 5, 2724, 2479429
HEPG2_c2500_s25_MACS3.qsub.sh.o854408, 00:11:54, 190.73996, 8.57987, 1.182G, 1.259G, 5, 777, 881937
MCF7_c5000_s3_MACS3.qsub.sh.o854458, 00:10:10, 215.13193, 23.79397, 5.121G, 5.159G, 5, 638, 1259407
K562_c30000_s90_MACS3.qsub.sh.o854432, 00:46:04, 3253.98831, 125.05165, 4.307G, 6.596G, 5, 2845, 2519259
K562_c2500_s58_MACS3.qsub.sh.o854428, 00:05:37, 73.64558, 12.16823, 830.539M, 1.115G, 5, 361, 843514
GM12878_c10000_s17_MACS3.qsub.sh.o872025, 00:21:53, 1048.74514, 29.98286, 762.160M, 2.262G, 5, 1427, 2505542
GM12878_c5000_s48_MACS3.qsub.sh.o872041, 00:12:08, 324.77409, 14.28089, 1.435G, 1.710G, 5, 800, 2394374
MCF7_c20000_s14_MACS3.qsub.sh.o854449, 00:31:48, 1757.15618, 42.52533, 2.388G, 3.101G, 5, 2016, 2272533
MCF7_c7500_s62_MACS3.qsub.sh.o854463, 00:10:46, 285.63621, 16.71368, 1.426G, 1.630G, 5, 722, 1782714
GM12878_c10000_s90_MACS3.qsub.sh.o872026, 00:22:02, 1043.66424, 58.50377, 1.107G, 6.658G, 5, 1398, 2499749
SKNSH_c7500_s15_MACS3.qsub.sh.o854489, 00:13:19, 311.77088, 15.37270, 1.497G, 1.637G, 5, 886, 1896532
MCF7_c30000_s12_MACS3.qsub.sh.o854455, 00:42:42, 3363.80957, 125.00221, 2.025G, 6.126G, 5, 2665, 2461979
SKNSH_c10000_s37_MACS3.qsub.sh.o854467, 00:13:29, 417.05339, 20.22811, 1.666G, 1.758G, 5, 896, 1908745
MCF7_c7500_s79_MACS3.qsub.sh.o854464, 00:10:24, 268.89681, 16.97635, 1.605G, 1.830G, 5, 700, 1762891
K562_c1000_s52_MACS3.qsub.sh.o854422, 00:02:41, 22.96616, 2.58838, 916.988M, 959.906M, 5, 192, 664287
SKNSH_c5000_s35_MACS3.qsub.sh.o854488, 00:09:22, 180.25243, 10.49510, 1.387G, 1.387G, 5, 625, 1683237
MCF7_c10000_s56_MACS3.qsub.sh.o854443, 00:17:48, 601.73950, 44.79411, 970.238M, 5.654G, 5, 1099, 1736344
K562_c7500_s80_MACS3.qsub.sh.o854441, 00:11:41, 284.41327, 17.27436, 1.378G, 1.839G, 5, 772, 1423742
GM12878_c1000_s4_MACS3.qsub.sh.o872029, 00:02:58, 27.40642, 2.63648, 972.148M, 980.172M, 5, 228, 2237243
SKNSH_c20000_s65_MACS3.qsub.sh.o854472, 00:26:04, 1348.32623, 77.95834, 5.766G, 5.766G, 5, 1713, 2317967
GM12878_c1000_s44_MACS3.qsub.sh.o872027, 00:04:55, 71.03195, 6.67662, 902.031M, 5.498G, 5, 295, 2260620
MCF7_c10000_s17_MACS3.qsub.sh.o854442, 00:17:05, 541.98280, 22.38094, 1.677G, 2.075G, 5, 1106, 1749924
K562_c7500_s50_MACS3.qsub.sh.o854440, 00:13:52, 347.55707, 34.51215, 899.836M, 1.726G, 5, 882, 1522785
K562_c1000_s48_MACS3.qsub.sh.o854421, 00:01:54, 15.51398, 2.41988, 939.781M, 966.453M, 5, 149, 617976
K562_c40000_s73_MACS3.qsub.sh.o854434, 01:08:21, 6040.10715, 163.69741, 4.310G, 6.620G, 5, 4217, 2665438
K562_c2500_s3_MACS3.qsub.sh.o854427, 00:05:14, 67.70136, 6.17076, 994.016M, 1.103G, 5, 338, 818747
HEPG2_c10000_s65_MACS3.qsub.sh.o854401, 00:26:15, 1147.24046, 61.47210, 911.098M, 2.561G, 5, 1661, 1869667
SKNSH_c40000_s70_MACS3.qsub.sh.o854481, 00:57:50, 5482.30836, 72.47515, 3.318G, 4.153G, 5, 3649, 2658351
SKNSH_c30000_s46_MACS3.qsub.sh.o854478, 00:37:26, 2714.72340, 113.25032, 1.964G, 6.264G, 5, 2358, 2499649
K562_c20000_s85_MACS3.qsub.sh.o854425, 00:30:09, 1511.61897, 85.53718, 5.988G, 5.988G, 5, 1914, 2212414
SKNSH_c50000_s23_MACS3.qsub.sh.o854483, 01:14:35, 8505.56887, 181.13089, 4.318G, 6.455G, 5, 4618, 2686329
HEPG2_c10000_s46_MACS3.qsub.sh.o854399, 00:29:14, 1320.59785, 61.82979, 3.024G, 6.251G, 5, 1784, 1959559
K562_c7500_s44_MACS3.qsub.sh.o854439, 00:15:15, 406.36488, 34.89590, 5.763G, 5.763G, 5, 927, 1573623
MCF7_c1000_s4_MACS3.qsub.sh.o854447, 00:02:59, 27.05539, 2.69380, 931.184M, 957.938M, 5, 214, 695657
HEPG2_c7500_s65_MACS3.qsub.sh.o854417, 00:15:31, 534.18444, 46.90968, 4.082G, 6.305G, 5, 984, 1622987
MCF7_c5000_s92_MACS3.qsub.sh.o854460, 00:07:07, 135.37136, 11.51002, 1.360G, 1.374G, 5, 500, 1562168
SKNSH_c30000_s41_MACS3.qsub.sh.o854477, 00:41:45, 3051.93838, 55.99671, 2.797G, 3.365G, 5, 2652, 2561216
GM12878_c20000_s9_MACS3.qsub.sh.o872032, 00:47:14, 4078.81503, 55.84722, 3.240G, 3.849G, 5, 2989, 2638626
GM12878_c20000_s71_MACS3.qsub.sh.o872031, 00:47:47, 4109.71272, 109.47314, 3.246G, 6.285G, 5, 2957, 2634270
MCF7_c2500_s42_MACS3.qsub.sh.o854452, 00:05:42, 76.72596, 6.04777, 1.110G, 1.124G, 5, 378, 873624
SKNSH_c1000_s94_MACS3.qsub.sh.o854470, 00:02:19, 20.67578, 2.40840, 969.566M, 970.523M, 5, 167, 1176334
GM12878_c5000_s33_MACS3.qsub.sh.o872040, 00:15:10, 463.51458, 15.37456, 1.565G, 1.665G, 5, 983, 2434938
K562_c40000_s7_MACS3.qsub.sh.o854435, 00:57:58, 5255.23042, 161.78755, 6.608G, 6.608G, 5, 3613, 2627184
SKNSH_c7500_s95_MACS3.qsub.sh.o854491, 00:12:36, 322.64747, 31.05599, 5.505G, 5.505G, 5, 793, 1833270
MCF7_c10000_s84_MACS3.qsub.sh.o854445, 00:17:10, 547.02418, 22.28203, 1.760G, 1.974G, 5, 1100, 1740907
SKNSH_c5000_s13_MACS3.qsub.sh.o854486, 00:09:35, 195.16806, 21.50519, 901.430M, 1.391G, 5, 612, 1667089
GM12878_c2500_s21_MACS3.qsub.sh.o872033, 00:09:21, 178.23788, 7.97608, 1.172G, 1.244G, 5, 608, 2351138
K562_c5000_s99_MACS3.qsub.sh.o854438, 00:08:29, 156.89590, 11.57070, 1.160G, 1.369G, 5, 564, 1153159
SKNSH_c2500_s41_MACS3.qsub.sh.o854475, 00:04:15, 50.32551, 5.32869, 1.057G, 1.103G, 5, 315, 1376019
SKNSH_c7500_s90_MACS3.qsub.sh.o854490, 00:12:18, 334.50770, 31.44497, 3.861G, 5.741G, 5, 745, 1801620
GM12878_c2500_s95_MACS3.qsub.sh.o872035, 00:06:38, 111.12161, 7.33643, 1.174G, 1.226G, 5, 448, 2305680
SKNSH_c20000_s79_MACS3.qsub.sh.o854473, 00:29:41, 1608.95749, 38.95087, 2.244G, 2.841G, 5, 1887, 2380211
HEPG2_c7500_s60_MACS3.qsub.sh.o854416, 00:15:56, 546.37912, 46.67070, 5.546G, 5.546G, 5, 1053, 1694206
K562_c30000_s85_MACS3.qsub.sh.o854431, 00:46:11, 3317.07667, 127.20799, 987.414M, 4.106G, 5, 2932, 2538772
SKNSH_c40000_s91_MACS3.qsub.sh.o854482, 00:53:57, 5016.57843, 147.05351, 5.374G, 6.394G, 5, 3352, 2637817
GM12878_c7500_s56_MACS3.qsub.sh.o872044, 00:19:58, 771.59187, 44.81390, 3.247G, 6.374G, 5, 1248, 2477662
HEPG2_c1000_s42_MACS3.qsub.sh.o854402, 00:04:16, 45.80354, 3.48391, 1011.234M, 1.005G, 5, 300, 329526
SKNSH_c1000_s78_MACS3.qsub.sh.o854469, 00:02:41, 24.46809, 2.39542, 962.457M, 972.648M, 5, 206, 1235794
GM12878_c5000_s18_MACS3.qsub.sh.o872039, 00:12:16, 326.20531, 13.93053, 1.477G, 1.548G, 5, 825, 2402157
MCF7_c1000_s25_MACS3.qsub.sh.o854446, 00:02:56, 24.48134, 2.61510, 936.270M, 947.797M, 5, 203, 678611
HEPG2_c2500_s5_MACS3.qsub.sh.o854410, 00:06:04, 99.82796, 17.16290, 5.397G, 5.397G, 5, 398, 904332
SKNSH_c40000_s10_MACS3.qsub.sh.o854480, 00:48:31, 4520.81933, 146.74956, 1.962G, 6.217G, 5, 3100, 2616917
HEPG2_c7500_s41_MACS3.qsub.sh.o854415, 00:17:31, 627.05653, 46.46475, 2.024G, 6.289G, 5, 1100, 1738688
SKNSH_c5000_s15_MACS3.qsub.sh.o854487, 00:08:49, 179.71661, 10.74782, 1.356G, 1.392G, 5, 582, 1639120
SKNSH_c30000_s87_MACS3.qsub.sh.o854479, 00:37:28, 2733.13083, 113.38846, 5.075G, 6.212G, 5, 2411, 2512081
K562_c1000_s7_MACS3.qsub.sh.o854423, 00:01:50, 14.21756, 2.56156, 923.637M, 954.875M, 5, 144, 609580
HEPG2_c2500_s58_MACS3.qsub.sh.o854409, 00:05:28, 85.01681, 8.14650, 1.201G, 1.245G, 5, 386, 888145
GM12878_c10000_s14_MACS3.qsub.sh.o872024, 00:27:28, 1362.06623, 58.41639, 1.121G, 6.335G, 5, 1684, 2533238
GM12878_c7500_s55_MACS3.qsub.sh.o872043, 00:21:33, 886.04129, 45.03861, 1.023G, 1.962G, 5, 1363, 2493633
MCF7_c20000_s6_MACS3.qsub.sh.o854451, 00:29:01, 1611.36757, 42.62218, 2.338G, 3.209G, 5, 1842, 2177917
K562_c20000_s97_MACS3.qsub.sh.o854426, 00:26:00, 1307.64480, 43.71954, 2.066G, 2.826G, 5, 1712, 2119954
HEPG2_c20000_s92_MACS3.qsub.sh.o854407, 01:16:34, 5441.79091, 58.80812, 2.823G, 3.756G, 5, 4785, 2671845
SKNSH_c2500_s15_MACS3.qsub.sh.o854474, 00:04:36, 61.44466, 5.80506, 1.050G, 1.140G, 5, 309, 1367167
MCF7_c30000_s90_MACS3.qsub.sh.o854457, 00:43:50, 3422.53956, 123.44962, 894.105M, 3.995G, 5, 2764, 2495408
K562_c40000_s71_MACS3.qsub.sh.o854433, 01:03:54, 5899.60592, 163.42131, 1.034G, 6.642G, 5, 3939, 2649246
GM12878_c30000_s89_MACS3.qsub.sh.o872038, 01:00:53, 7315.08479, 163.22028, 5.317G, 6.294G, 5, 3863, 2665155
HEPG2_c20000_s21_MACS3.qsub.sh.o854406, 00:47:41, 3566.27455, 59.12808, 2.742G, 3.854G, 5, 3027, 2451983
GM12878_c1000_s48_MACS3.qsub.sh.o872028, 00:02:20, 20.83699, 2.64189, 968.758M, 976.820M, 5, 187, 2222169
SKNSH_c1000_s42_MACS3.qsub.sh.o854468, 00:03:05, 29.00752, 2.47276, 934.070M, 969.426M, 5, 203, 1229877
MCF7_c2500_s87_MACS3.qsub.sh.o854453, 00:05:42, 79.43312, 6.09637, 1.048G, 1.148G, 5, 376, 871484
HEPG2_c5000_s73_MACS3.qsub.sh.o854414, 00:10:57, 290.05966, 31.60294, 6.154G, 6.154G, 5, 708, 1341295
GM12878_c2500_s80_MACS3.qsub.sh.o872034, 00:07:18, 139.45516, 8.69265, 1.308G, 1.330G, 5, 515, 2324779
HEPG2_c1000_s81_MACS3.qsub.sh.o854404, 00:05:07, 56.69654, 3.54813, 963.441M, 1.010G, 5, 348, 358510
K562_c10000_s21_MACS3.qsub.sh.o854418, 00:13:27, 391.47604, 22.13778, 1.667G, 2.153G, 5, 915, 1556594
K562_c20000_s19_MACS3.qsub.sh.o854424, 00:30:35, 1556.11303, 86.02259, 6.229G, 6.229G, 5, 2000, 2254874
MCF7_c5000_s55_MACS3.qsub.sh.o854459, 00:10:23, 229.77078, 24.16186, 896.438M, 5.550G, 5, 632, 1251719
HEPG2_c5000_s31_MACS3.qsub.sh.o854411, 00:10:12, 259.32647, 15.58945, 1.472G, 1.559G, 5, 692, 1319337
GM12878_c30000_s63_MACS3.qsub.sh.o872037, 00:58:09, 6899.85653, 162.83502, 6.260G, 6.280G, 5, 3706, 2662288
GM12878_c20000_s50_MACS3.qsub.sh.o872030, 00:44:58, 3710.61179, 107.90589, 3.281G, 6.312G, 5, 2776, 2622823
SKNSH_c2500_s62_MACS3.qsub.sh.o854476, 00:04:35, 61.54556, 5.58264, 1.054G, 1.126G, 5, 307, 1363715
K562_c10000_s2_MACS3.qsub.sh.o854419, 00:16:49, 539.11255, 44.25189, 6.291G, 6.291G, 5, 1039, 1677252
GM12878_c30000_s40_MACS3.qsub.sh.o872036, 01:04:50, 7544.37246, 81.07066, 4.142G, 5.086G, 5, 4201, 2668099
MCF7_c7500_s56_MACS3.qsub.sh.o854461, 00:10:02, 254.21927, 16.59344, 1.541G, 1.565G, 5, 696, 1757291
